Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"27/02/2015","8  9 & 10 Silverbridge, Claremorris","","Mayo","€77,850.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"27/02/2015","9 TRAWMORE COTTAGES, KEEL, ACHILL","","Mayo","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2015","DOOHOMA, MAYO","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2015","DOON, WESTPORT, CO MAYO","","Mayo","€142,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2015","PARK RD, SWINFORD, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/02/2015","THE THATCH HOUSE, CARRABAWN, WESTPORT","","Mayo","€168,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","4 lAKEVIEW, Pontoon Road, Foxford","","Mayo","€149,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/03/2015","HILLVIEW, SWINFORD RD, FOXFORD","","Mayo","€36,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2015","10 HAZEL HILL DOWNS, BALLYHAUNIS, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/03/2015","13 Cedar Court, Cedar Park, Westport","","Mayo","€188,833.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"03/03/2015","Ballygomman, Ballyvary, Castlebar","","Mayo","€62,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2015","1 UPPER MAIN ST, BALLYHAUNIS, MAIN ST","","Mayo","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2015","MAIN ST, BALLYCASTLE, MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2015","MIDDLETOWN, MANULLA, CASTLEBAR","","Mayo","€201,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/03/2015","PRIZON, BALLA, CO. MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2015","9  St. Patrick's Terrace, Westport, Co. Mayo","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2015","BLACKFORT, NEWPORT RD, CASTLEBAR","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2015","DEERPARK, AUGHANOWER, WESTPORT","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2015","GARRYWADREEN, BALLA ROAD, CLAREMORRIS","","Mayo","€49,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"05/03/2015","LOWPARK, CHARLESTOWN, MAYO","","Mayo","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2015","12 THE RAILWALK, WESTPORT, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2015","8 CORR NA GCLOCH, BALLINROBE, MAYO","","Mayo","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2015","BRIDGE ST, KILKELLY, MAYO","","Mayo","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2015","CARROWTEIGE, BALLINA, CO MAYO","","Mayo","€48,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2015","KNOCKANILLAUN, BALLINA, MAYO","","Mayo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"06/03/2015","No 3 Dunbeag, Newport Road, Castlebar","","Mayo","€89,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"06/03/2015","ST GERARDS, CONVENT RD, CLAREMORRIS","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2015","Carralavin, Bonniconlon, Ballina","","Mayo","€106,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/03/2015","TAWNYEENY, GLENISLAND, CASTLEBAR","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2015","25 SEAVIEW, BALLYCASTLE, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2015","BRIZE, CLAREMORRIS, CO MAYO","","Mayo","€62,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/03/2015","TIGIN, BRACKWANSHA KNOCKMORE, BALLINA","","Mayo","€99,800.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2015","11 ST BRIGIDS CRESCENT, CASTLEBAR, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2015","APT NO. 1, MAIN STREET, KNOCK","","Mayo","€33,100.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2015","KNOCKROE, MAYO ABBEY, CLAREMORRIS","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/03/2015","MAGHERFADDA, BALLYHEANE, CASTLEBAR","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2015","26B CHURCHFIELDS, SHRULE, CHURCHFIELDS","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2015","3 ALTAMOUNT ST, WESTPORT, MAYO","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2015","32 Claremount Manor, Claremorris, Co. Mayo","","Mayo","€25,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"12/03/2015","6 LAKEVIEW, CLAREMORRIS, CO MAYO","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2015","CASTLECOR HOUSE, OLDCASTLE, CO MEATH","","Mayo","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2015","CLOONEEN, KILMEENA, WESTPORT","","Mayo","€210,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"12/03/2015","PULATHOMAS, BALLINA, MAYO","","Mayo","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"13/03/2015","3 SARSFIELD MANOR, CHARLESTOWN, MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/03/2015","DISTILLERY RD, WESTPORT, MAYO","","Mayo","€297,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2015","30 GLENCARRA, KILTIMACH RD, KNOCK","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2015","5 Achadh Mara, Shore Road, Belmullet","","Mayo","€185,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"16/03/2015","6 ORLAGH GROVE, NEWPORT RD, CASTLEBAR","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2015","9 FOXFIELD PARK, KILTIMAGH, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2015","EMLAGH, LOUISBOURG, CO MAYO","","Mayo","€173,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/03/2015","MULLAGH KILSALLAGH, WESTPORT, MAYO","","Mayo","€52,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2015","28 Siliverbridge, Claremorris","","Mayo","€40,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"18/03/2015","33 LAKEVIEW, RATHBAWN, CASTLEBAR","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2015","AILLIEMORE, LOISBURGH, CO MAYO","","Mayo","€264,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/03/2015","Apt. 24 Silverbridge, Claremorris","","Mayo","€40,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"18/03/2015","Apt. 26 Silverbridge, Claremorris","","Mayo","€40,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"18/03/2015","BELASS, FOXFORD, CO MAYO","","Mayo","€193,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","174 CHILDERS HEIGHTS, BALLINA, MAYO","","Mayo","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","18 WATERSIDE, BALLINROBE, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","19 Meadow Court, Claremorris","","Mayo","€50,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"19/03/2015","26 RIVERSIDE DR, BALLINA, MAYO","","Mayo","€108,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","AIKENHEAD TERRACE, FOXFORD, CO MAYO","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","MOUNT CARMEL, MULRANNY, CO MAYO","","Mayo","€148,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","OLD SCHOOL HOUSE, KILMAINE, CO MAYO","","Mayo","€135,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"19/03/2015","TREENLAUR, TOURMAKEADY, CLAREMORRIS","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2015","1 Hazel Court, Cornaroya, Ballinrobe","","Mayo","€44,052.86","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"20/03/2015","112 THE HARBOUR MILL, WESTPORT, MAYO","","Mayo","€138,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2015","APARTMENT 1, 7 MAIN STREET, NEWPORT","","Mayo","€44,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2015","APT 2, MAIN STREET, NEWPORT","","Mayo","€44,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2015","CABRAGH, TOOMORE, FOXFORD","","Mayo","€52,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/03/2015","FURMOYLE, LOUISBURGH, MAYO","","Mayo","€182,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2015","41 RATHCLUAIN, KILTIMAGH, MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/03/2015","C6 CORMULLEN, FOXFORD, CORMULLEN","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2015","218 THE HARBOUR MILL, QUAY RD, WESTPORT","","Mayo","€91,600.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2015","29 WATERSIDE, BALLINROBE, CO. MAYO","","Mayo","€72,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2015","45 THE FAIRWAYS, GOLF COURSE RD, WESTPORT","","Mayo","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/03/2015","CORNFIELD, HOLLYMOUNT, MAYO","","Mayo","€29,700.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"25/03/2015","DERRYLEA, CASTLEBAR, MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/03/2015","1 DAVITT COURT, BALLINDINE, CO MAYO","","Mayo","€82,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/03/2015","27 Mayfields, Claremorris","","Mayo","€35,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"26/03/2015","5 NEW LITTLE ROAD, DOOYOROCK, GEESALA","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/03/2015","FACEFIELD, CLAREMORRIS, COUNTY MAYO","","Mayo","€20,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/03/2015","FROSS, DROMADA DUKE, KILLASSER","","Mayo","€37,898.00","No","No","Second-Hand Dwelling house /Apartment",""
"26/03/2015","RUSHBROOK, CLOGHER, WESTPORT","","Mayo","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/03/2015","15 OAKLAWN, KILLALA RD, BALLINA","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/03/2015","ASKILLAUN, ATTYMACUGH, FOXFORD","","Mayo","€14,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/03/2015","CLOONLYON, CHARLESTOWN, CO MAYO","","Mayo","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/03/2015","GROUSE LODGE, NEWPORT, MAYO","","Mayo","€400,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/03/2015","THE PINK HOUSE, RUSHEEN, THE DEMESNE","","Mayo","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2015","1 TUBBER HILL, WESTPORT, MAYO","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2015","24 PARADISE FOUND, MULRANNY, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/03/2015","31 CORNAROYA MANOR, BALLINROBE, MAYO","","Mayo","€117,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/03/2015","11 DUNBEAG, NEWPORT RD, CASTLEBAR","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/03/2015","20 CHURCHVIEW, BALLA, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/03/2015","27 Silverbridge, Claremorris","","Mayo","€52,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/03/2015","28 Orchard Court, Elm Park, Claremorris","","Mayo","€65,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"31/03/2015","DERRYRONANE, SWINFORD, MAYO","","Mayo","€262,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/03/2015","RATHROWAN, BOHOLA, CLAREMORRIS","","Mayo","€340,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"31/03/2015","TOREEN, AGHAMORE, BALLYHAUNIS","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","16 COLLEGE VIEW, WESTPORT ROAD, CASTLEBAR","","Mayo","€96,920.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2015","16 TRAWMORE COTTAGES, KEEL, ACHILL","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","37 MCHALE RD, CASTLEBAR, MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","4 BALLINVILLA ESTATE, IRISHTOWN, COUNTY MAYO","","Mayo","€123,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","74 Carrowmore Meadows, Knock","","Mayo","€33,040.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"01/04/2015","9 DISTILLERY COURT, WESTPORT, MAYO","","Mayo","€194,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","ARD NA GREINE, BREAFFY, CASTLEBAR","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","GREYFIELD, KILTIMAGH, CO MAYO","","Mayo","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","Killawalla, Westport","","Mayo","€75,000.00","No","No","New Dwelling house /Apartment","greater than 125 sq metres"
"01/04/2015","KNOCKTHOMAS, CASTLEBAR, CO MAYO","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/04/2015","No. 17 College View, Westport Road, Castlebar  Co. Mayo","","Mayo","€103,344.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"01/04/2015","POLLBAUN, HOLLYMOUNT, COUNTY MAYO","","Mayo","€44,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2015","30 Orchard Court  Elm Park, Knock Road, Claremorris","","Mayo","€56,388.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/04/2015","43 Mill Lodge, Foxford","","Mayo","€41,410.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/04/2015","56 CARROWMORE MEADOWS, KNOCK","","Mayo","€48,458.15","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"02/04/2015","CLOONAGH, WESTPORT, CO MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2015","GRACE COTTAGE, TREAN, TOURMAKEDY","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2015","LEADYMORE, KILLALA, MAYO","","Mayo","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/04/2015","ST MARYS ROAD, SHRULE, CO MAYO","","Mayo","€32,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/04/2015","KNAPPAGHMORE, WESTPORT, MAYO","","Mayo","€255,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/04/2015","9 MAYFIELD, CLAREMORRIS, MAYO","","Mayo","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/04/2015","BARREEL, CLAREMORRIS, CO MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/04/2015","13 ST MARYS CRESCENT, WESTPORT, MAYO","","Mayo","€245,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/04/2015","33 HORKANS HILL, WESTPORT, CO MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/04/2015","5 MOUNT PROSPECT, BREAFFY, CASTLEBAR","","Mayo","€190,517.20","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"08/04/2015","CARROWBAUN, WESTPORT, MAYO","","Mayo","€310,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2015","36 SPENCER MANOR, SPENCER ST, CASTLEBAR","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/04/2015","CULLEEN, KILSALLAGH, WESTPORT","","Mayo","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2015","33 Meadow Court, Claremorris","","Mayo","€60,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/04/2015","6 ERRIS GARDENS, CROSSMOLINA, MAYO","","Mayo","€36,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2015","BALLYFARNA, BELCARRA, CASTLEBAR","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2015","CASTLETOWN, CONG, COUNTY MAYO","","Mayo","€175,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"10/04/2015","HUMBERT MALL, MAIN ST, CASTLEBAR","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2015","KNOCK RD, BALLYHAUNIS, MAYO","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2015","PROPERTY AT CARTER SQUARE, CARTER SQUARE, BELMULLET","","Mayo","€29,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/04/2015","STREAMSTOWN, WESTPORT, MAYO","","Mayo","€510,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","10 UPPERQUAY HILL, WESTPORT, MAYO","","Mayo","€187,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","32 QUIGNALECKA, SLIGO ROAD, BALLINA","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","57 CILL O SEIGHIN, BALLINROBE, MAYO","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/04/2015","CLOONTAKILLA, BANGOR ERRIS, BALLINA","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/04/2015","BALLYMAKELLETT, RAVENSDALE, DUNDALK","","Mayo","€195,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2015","1 MILL VIEW, MARKET SQUARE, CHARLESTOWN","","Mayo","€22,027.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2015","3 MILL VIEW, MARKET SQUARE, CHARLESTOWN","","Mayo","€22,026.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2015","4 MILL VIEW, MARKET SQUARE, CHARLESTOWN","","Mayo","€22,026.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2015","5 MILL VIEW, MARKET SQUARE, CHARLESTOWN","","Mayo","€22,027.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2015","9 DROM ARD, CHURCH RD, BELMULLET","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/04/2015","Crofton Park, Ballina, Co Mayo","","Mayo","€268,722.46","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"17/04/2015","22 DEERPARK, CROSSMOLINA, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/04/2015","39A GARRYDUFF DR, CASTLEBAR, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/04/2015","6 CLUAIN AOIBHINN, CLAREMOUNT, CLAREMORRIS","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/04/2015","Cairns, callow, Foxford","","Mayo","€110,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"17/04/2015","CORTOON, KILLALA, MAYO","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/04/2015","DRUMRUD, BALLYGLASS, CLAREMORRIS","","Mayo","€156,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","7 PARK RD, SWINFORD, MAYO","","Mayo","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","ALTAMOUNT ST, WESTPORT, CO. MAYO","","Mayo","€119,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","APT HARBOUR MILL, WESTPORT, CO MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","CORDARRAGH, KILTIMAGH, CO. MAYO","","Mayo","€46,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","DOOEGA, ACHILL, MAYO","","Mayo","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","KNOCKATEMPLE, BALLYVARY, CASTLEBAR","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","MALLOW COTTAGE, ROSBEG, WESTPORT","","Mayo","€480,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","SEVEN OAKS, KNOCK RD, BALLYHAUNIS","","Mayo","€250,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"20/04/2015","YELLOW BUNGALOW, CARRAGOWAN, BOHOLA","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/04/2015","CARN HOUSE, CARN NASH, BELMULLET","","Mayo","€305,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/04/2015","ROSTURK, MULRANNY, MAYO","","Mayo","€234,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/04/2015","THE LAURELS, LARGENBOY, BALLYHAUNIS","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/04/2015","85 KNOCKAPHUNTA PARK, WESTPORT ROAD, CASTLEBAR","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/04/2015","55 Carrabeg, Newport Road, Castlebar","","Mayo","€140,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"23/04/2015","MANNIN AUGHAMORE, BALLHAUNIS, MAYO","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/04/2015","MOONEEN, LOUISBURGH, MAYO","","Mayo","€107,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/04/2015","SHANDRUM, NEWPORT, CO. MAYO.","","Mayo","€119,250.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2015","17A WOODVILLE, NEWPORT RD, CASTLEBAR","","Mayo","€75,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2015","43 CARRAMORE DRIVE, KNOCK, MAYO","","Mayo","€49,339.00","No","No","Second-Hand Dwelling house /Apartment",""
"24/04/2015","PARSONS APT, CASTLE ST, CASTLEBAR","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"25/04/2015","TUBBER HILL, WESTPORT, CO MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/04/2015","12 College View, Westport Road, Castlebar","","Mayo","€96,915.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"27/04/2015","37 DUNBEAG, NEWPORT RD, CASTLEBAR","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/04/2015","5 NEWTOWN MANOR, BALLINDINE, CO. MAYO","","Mayo","€83,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"27/04/2015","Copplecurragh, Charlestown","","Mayo","€79,000.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"27/04/2015","MOUNTDAISY, CASTLEBAR, MAYO","","Mayo","€232,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/04/2015","1 MORRISON TERRACE, BALLINA, MAYO","","Mayo","€88,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/04/2015","14 College View, Westport Road, Castlebar","","Mayo","€96,915.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"28/04/2015","2 MWEELIN, DOOEGA, ACHILL","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/04/2015","4 MULRANNY HOL VILLAGE, MULRANNY, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/04/2015","CONVENT ROAD, BALLINROBE, CO MAYO","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/04/2015","18 HAWTHORNS, BALLINA, CO MAYO","","Mayo","€61,674.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/04/2015","53 RATHBAWN DR, CASTLEBAR, MAYO","","Mayo","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"29/04/2015","76 Quignalecka, Sligo Road, Ballina","","Mayo","€136,564.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"30/04/2015","6 CLAREVILLE, BALLINDINE RD, CLAREMORRIS","","Mayo","€93,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/04/2015","ARDKEEN, KILMEENA, WESTPORT","","Mayo","€620,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/04/2015","CLOONINSHIN, MEELICK, SWINFORD","","Mayo","€24,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/04/2015","TREENAGLERAGH, KILTIMAGH, CO. MAYO","","Mayo","€37,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","'SANCTA MARIA', 16 ROSEBURY COURT, CARROWMORE","","Mayo","€89,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","17 THE HAWTHORNS, KILLALA RD, BALLINA","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/05/2015","25 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR","","Mayo","€160,000.00","No","No","Second-Hand Dwelling house /Apartment",""
