Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
"30/11/2015","NO 16 MAYFIELDS, CLAREMORRIS, COUNTY MAYO","","Mayo","€92,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","30 CLAREMOUNT MANOR, CLAREMORRIS, MAYO","","Mayo","€67,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","BROOKFIELDS, GLANN, CHARLESTOWN","","Mayo","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","MAYO ABBEY, CLAREMORRIS, CO MAYO","","Mayo","€33,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"01/12/2015","SCULLIBEEN, CROSSMOLINA, MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/12/2015","DEREENS, ACHILL, CO MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"02/12/2015","TURLOUGH, CASTLEBAR, CO MAYO","","Mayo","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/12/2015","13 DERNAN GROVE, BALLINA, CO MAYO","","Mayo","€198,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/12/2015","31 College View, WESTPORT RD, CASTLEBAR","","Mayo","€110,132.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"03/12/2015","BALLURE, KILTIMAGH, CO MAYO","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"03/12/2015","CONVENT ROAD, CLAREMORRIS, CO MAYO","","Mayo","€28,850.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/12/2015","3 THE QUAY, WESTPORT, MAYO","","Mayo","€99,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/12/2015","80 CARROWMORE MEADOWS, KNOCK, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/12/2015","APARTMENT 1, RUSH STREET, CASTLEBAR","","Mayo","€29,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/12/2015","APARTMENT 2, RUSH STREET, CASTLEBAR","","Mayo","€29,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"04/12/2015","CHAPEL ST, KILTIMAGH, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/12/2015","14 CINNAMON WHARF, THE QUAY, WESTPORT","","Mayo","€43,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/12/2015","20 College Woods, Balla","","Mayo","€69,500.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"07/12/2015","3 PARK HOUSE, CHAPEL LANE, CLAREMORRIS","","Mayo","€22,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"07/12/2015","61 GLENFORT, CASTLEBAR, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/12/2015","1 VIEWPOINT, POUND RD, CASTLEBAR","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/12/2015","10 Spencer Court, Spencer Park, Castlebar","","Mayo","€105,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/12/2015","6 COIS ABHAINN, BALLINROBE RD, WESTPORT","","Mayo","€180,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/12/2015","ANNAGHBEG, BALLYCASTLE, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"08/12/2015","NO 51 CASTLEGROVE, CASTLEBAR, CO MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","202 RIDGEPOOL, BARRETT ST, BALLINA","","Mayo","€25,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","203 RIDGEPOOL, BARRETT ST, BALLINA","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","4 MOY COURT, BALLINA, CO MAYO","","Mayo","€63,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","62 CLUAIN AOIBHINN, CLAREMOUNT, CLAREMORRIS","","Mayo","€87,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","CLOONACANNANA, SWINFORD, CO MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","DUNLUCE HOUSE, ESKER, SWINFORD","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","LANSYN, BOHERNASUP, BALLINA","","Mayo","€145,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","MULRANNY, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"09/12/2015","RATHKIP, BALLINA, CO MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","1 WILLOW CREEK, SLIGO RD, BALLINA","","Mayo","€220,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","3 DEVLIS COURT, BALLYHAUNIS, MAYO","","Mayo","€74,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","39 CLAREVILLE, CLAREMORRIS, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","53 CLUAINN AOBHINN, CLAREMORRIS, MAYO","","Mayo","€111,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","CARROWMORE LODGE, ATTAWALLA, BANGOR ERRIS","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","HEATHLAWN, BALLA, CASTLEBAR","","Mayo","€155,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"10/12/2015","THE SQUARE, CLAREMORRIS, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","2 FORTLANDS, CASTLEBAR, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","2 SHRUFFAUN APTS, OFF NEW LINE, CASTLEBAR","","Mayo","€44,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","25 CARRAMORE DR, KNOCK, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","30 WESTLANDS, QUAY RD, WESTPORT","","Mayo","€200,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","33 BLACKOAK RISE, NEWPORT, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","39 LEICNIN VILLAGE, TURLOUGH, CASTLEBAR","","Mayo","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","6 THE RAILWAY, MULRANNY, MAYO","","Mayo","€120,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","8  COIS ABHAINN, KILMOVEE, MAYO","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","BUNREE, BALLINA, CO MAYO","","Mayo","€184,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","CARROWBEG MYNA, KILMEENA, WESTPORT","","Mayo","€116,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","Clooraine, Ballindine","","Mayo","€205,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","CNOC NA SONAS, BALLYCURRIN, HEARDFORD","","Mayo","€225,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","Falleighter, Kilkelly","","Mayo","€129,000.00","No","No","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"11/12/2015","GORTNACLASSAGH, CLOGHER, WESTPORT","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","MAGHERABOY, BALLAGHADERREEN MAYO, KILMOVEE","","Mayo","€171,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","MALROCK HOUSE, SOUTH MAL, WESTPORT","","Mayo","€320,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"11/12/2015","SHORE RD, BELMULLET, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/12/2015","10 THE CRANNOGS, LOUISBURGH, MAYO","","Mayo","€150,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/12/2015","30 College View, Westport Road, Castlebar","","Mayo","€113,106.00","No","Yes","New Dwelling house /Apartment","greater than or equal to 38 sq metres and less than 125 sq metres"
"14/12/2015","4 MOYLANE, BALLINA, CO MAYO","","Mayo","€43,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/12/2015","DUGORT, ACHILL, CO MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"14/12/2015","RATHGLASS WEST, KNOCKANILLAUN, BALLINA","","Mayo","€40,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","26 RATHCLUAIN VILLAGE, KILTIMAGH, CO MAYO","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","45 CARRAMORE DR, KNOCK, COUNTY MAYO","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","8 KILBEAGH VILLAGE, CHARLESTOWN, MAYO","","Mayo","€76,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","8 The Olde Mill Stone, Killala Road, Ballina","","Mayo","€132,159.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"15/12/2015","BALLINULTY, CLOGHANS HILL, TUAM","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","CARNALECKA, BALLINROBE, MAYO","","Mayo","€206,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","CASTLEROYAN, KILTIMAGH, CO MAYO","","Mayo","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","CULLENTRAGH, MAYO ABBEY, CLAREMORRIS","","Mayo","€25,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"15/12/2015","Graffy, Newport","","Mayo","€89,867.84","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"15/12/2015","NO1 RIVER WALK, CHURCH STREET, CHARLESTOWN","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","15 ROSSMOR, PONTOON ROAD, CASTLEBAR","","Mayo","€178,495.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","5 Holiday Cottage, Ballycastle","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","69 RIDGEPOOL VILLAGE, BALLINA, CO MAYO","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","75 MCHALE RD, CASTLEBAR, MAYO","","Mayo","€25,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","9 COLLEGE PK, LOGMORE, BELMULLET","","Mayo","€72,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","CLARKS ROAD, GURTEENS BALLINA, CO MAYO","","Mayo","€90,000.00","Yes","No","Second-Hand Dwelling house /Apartment",""
"16/12/2015","GEORGES ST, KILLALA, MAYO","","Mayo","€260,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","11 BARLEY HILL COURT, BOHOLA, CASTLEBAR","","Mayo","€54,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","29 ST MUREDACHS TCE, BALLINA, CO MAYO","","Mayo","€16,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","42 SUMMERFIELD EST, CASTLEBAR, MAYO","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","55 ARDROE, CLAREMORRIS, MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","CARROWBEG, CLAREMORRIS, CO MAYO","","Mayo","€29,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","FLAT 1   1 KNOCKAPHUNTA, WESTPORT ROAD, CASTLEBAR","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","KNOCKS, KILLASSER, SWINFORD","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"17/12/2015","MOY VISTA, RIVERSLADE, BALLINA","","Mayo","€240,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","11 GORT NA GCLOCH, NEW ST, BALLINROBE","","Mayo","€45,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","113 RIDGEPOOL APTS, BARRETT ST, BALLINA","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","27 ST MUREDACHS TCE, BALLINA, CO MAYO","","Mayo","€15,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","4 Olde Mill Stone, Killala Road, Ballina","","Mayo","€88,105.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"18/12/2015","43 RIDGE POOL VILLAGE, BALLINA, CO MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","6 BALLINSMALL, CLAREMORRIS, MAYO","","Mayo","€235,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","6 Claremount Manor, Knock Road, Claremorris","","Mayo","€115,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","60 CONVENT HILL CRESCENT, CONVENT HILL, BALLINA","","Mayo","€97,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","7 KILMORE HEIGHTS, KILKELLY, MAYO","","Mayo","€55,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","APT 1, BARRACKS YARD, JAMES ST","","Mayo","€47,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","Apt 2 Hazel Court, Upper Main Street, Ballyhaunis","","Mayo","€14,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"18/12/2015","Apt 6 Hazel Court, Upper Main Street, Ballyhaunis","","Mayo","€20,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"18/12/2015","Apt 7 Hazel Court, Upper Main Street, Ballyhaunis","","Mayo","€20,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"18/12/2015","APT.1 - HAZEL COURT, UPPER MAIN STREET, BALLYHAUNIS","","Mayo","€16,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","Hazel Court, Upper Main Street, Ballyhaunis","","Mayo","€15,000.00","No","Yes","New Dwelling house /Apartment","greater than 125 sq metres"
"18/12/2015","KEELOGES OLD, BALLYVARY, CASTLEBAR","","Mayo","€327,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","MAIN ST, CHARLESTOWN, MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","ST JUDES, KILMAINE, MAYO","","Mayo","€42,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","SWINFORD RD, FOXFORD, MAYO","","Mayo","€50,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"18/12/2015","WESTLEAP, SLIGO RD, BALLINA","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","141 GREENHILLS, BUNREE ROAD, BALLINA","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","31 Glenbrook, Knock","","Mayo","€26,431.72","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"21/12/2015","34 Glenbrook, Knock","","Mayo","€26,431.72","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"21/12/2015","42 HAZELHILL DOWNS, BALLYHAUNIS, MAYO","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","56 Carrabeg, Newport Road, Castlebar","","Mayo","€137,000.00","No","Yes","New Dwelling house /Apartment","less than 38 sq metres"
"21/12/2015","60 WOODVILLE, KILLALA RD, BALLINA","","Mayo","€130,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","9 THE WILLOWS, CASTLEBAR, MAYO","","Mayo","€84,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","BALLYGARRY, PARTRY, MAYO","","Mayo","€80,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","BARROEROCK, CARRACASTLE, BALLAGHADERREEN","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","CLOONCONLON, STRAIDE, FOXFORD","","Mayo","€175,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","KEELOGES RD, BALLYVARY, CASTLEBAR","","Mayo","€96,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","KILLAVALLY EAST, WESTPORT, CO MAYO","","Mayo","€30,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","LOWPARK AVENUE, LOWPARK, CHARLESTOWN","","Mayo","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","ST MARTIN, COOGUE NORTH, BALLYHAUNIS","","Mayo","€143,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","Station Road, Ballina","","Mayo","€40,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"21/12/2015","THE CURRAUGH, CARROWNISKEY, LOUISBURGH","","Mayo","€110,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","1 COIS NA HABHAINN, BELCARRA, CO MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","17 MORRISON TERRACE, BALLINA, CO MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","2 HAZEL LAWNS, BALLYHAUNIS, MAYO","","Mayo","€35,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","4 HAWTHORN PLACE, BALLINROBE, MAYO","","Mayo","€125,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","7 BEECH COTTAGES, SANDYBANKS, KEEL","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","Aillemore, Louisburgh","","Mayo","€95,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","Ashfield, Deerpark East, Westport","","Mayo","€605,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","BALLINA ST, CROSSMOLINA, CO MAYO","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","BLACKFORT, CASTLEBAR, CO MAYO","","Mayo","€52,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","GORTOGHER, CLOGHANS, BALLINA","","Mayo","€170,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","KILRUSH, HOLLYMOUNT, CLAREMORRIS","","Mayo","€166,550.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","LAHARDANE GARDA STATION, LAHARDANE, BALLINA","","Mayo","€70,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","LOGALISHEEN, BALLINDINE, CO MAYO","","Mayo","€163,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","LOWPARK, CHARLESTOWN, CO MAYO","","Mayo","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","MONEEN, LOUISBURGH, MAYO","","Mayo","€85,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","ROSEBANK COTTAGE, DUGORT, ACHILL","","Mayo","€60,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"22/12/2015","ROSEBUD COTTAGE, DERRADDA, PARTRY","","Mayo","€165,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/12/2015","16 DRUMCONLON CLOSE, MONEEN, CASTLEBAR","","Mayo","€65,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/12/2015","CARROWNALURGAN, WESTPORT, MAYO","","Mayo","€420,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/12/2015","CASTLEGAR, CLAREMORRIS, MAYO","","Mayo","€68,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/12/2015","KILAWALLA, WESTPORT, MAYO","","Mayo","€162,500.00","No","No","Second-Hand Dwelling house /Apartment",""
"23/12/2015","LAKE COTTAGE, ANNAGH, CASTLEBAR","","Mayo","€100,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"28/12/2015","BRACKLOON SOUTH, BALLYHAUNIS, MAYO","","Mayo","€90,000.00","No","No","Second-Hand Dwelling house /Apartment",""
"30/12/2015","TONE ST, BALLINA, MAYO","","Mayo","€140,000.00","No","No","Second-Hand Dwelling house /Apartment",""
